# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.849653367553181,4.407041231144074,15.301729301859963,0,3.0,-0.5325139777144182,180.0,0.0,0.0
 0.08972408136114311,1.861300896528601,4.410228012358822,15.301729301859963,0.2691722440834294,3.0000000000000004,-0.5325139777144182,180.0,-9.840311019000584,0.0
 0.1275667659673455,1.8732188464341262,4.4134056707735,14.929345515540987,0.3827002979020365,2.999999999999999,-0.49678049938086694,180.0,-12.028219512202414,0.0
 0.15705836080091917,1.885404748627533,4.416574095701072,14.574614139117827,0.4711750824027576,3.0000000000000018,-0.46425635585903247,180.0,-13.405867191347312,0.0
 0.18229441309336056,1.8978561344665978,4.419733176454502,14.236302973651464,0.5468832392800818,3.000000000000001,-0.4345911039165007,180.0,-14.320470651431137,0.0
 0.20485049317937964,1.9105705353090974,4.422882802346755,13.913289290768295,0.614551479538139,3.0000000000000013,-0.40747880295425765,180.0,-14.930430984365705,0.0
 0.22552914071423572,1.9235454825128087,4.426022862690795,13.604548170899104,0.6765874221427073,3.0000000000000013,-0.3826516387597338,180.0,-15.326145934739289,0.0
 0.24480377782935697,1.9367785074355073,4.4291532467995856,13.309142269633613,0.7344113334880711,3.0000000000000013,-0.35987455569822463,180.0,-15.56534839060623,-1.5636187922765977e-12
 0.2629806567277121,1.9502671414349704,4.432273843986091,13.026212816926858,0.7889419701831363,2.9999999999999907,-0.3389407245594985,179.99999999999997,-15.687492923753814,1.6437970129197685e-12
 0.2802709360061252,1.9640089158689742,4.435384543563278,12.754971683097025,0.8408128080183755,3.0,-0.3196677043528628,180.0,-15.720777617069983,0.0
 0.2968271980130677,1.9780013620952956,4.438485234844107,12.494694369915935,0.8904815940392029,2.9999999999999933,-0.30189418243031624,180.0,-15.685999280203355,0.0
 0.3127637385898146,1.992242011471711,4.441575807141545,12.244713805900153,0.9382912157694436,2.9999999999999964,-0.2854771982190287,180.0,-15.598853049550259,0.0
 0.32816865094296205,2.0067283953559967,4.444656149768555,12.004414841862205,0.984505952828886,3.0,-0.27028977182610425,180.0,-15.471390898882916,0.0
 0.34311142404599393,2.0214580451059296,4.4477261520381015,11.773229358071884,1.0293342721379817,3.0000000000000036,-0.2562188733203838,180.0,-15.312991269027307,-1.955194836219881e-12
 0.3576479341184907,2.036428492079286,4.45078570326315,11.550631906249611,1.072943802355472,3.0,-0.24316367920762835,179.99999999999997,-15.131027949566201,2.0049301986893732e-12
 0.37182384380800676,2.0516372676338426,4.4538346927566606,11.336135820527021,1.1154715314240202,3.000000000000004,-0.2310340712853504,180.0,-14.93134537451889,0.0
 0.385676987973972,2.067081903127376,4.456873009831603,11.129289740461992,1.1570309639219158,2.999999999999996,-0.2197493415824683,180.0,-14.718604639843017,0.0
 0.3992390917752542,2.0827599299176622,4.459900543800938,10.929674496526406,1.1977172753257626,3.000000000000008,-0.20923707176908177,180.0,-14.496540453758328,0.0
 0.41253703561894883,2.0986688793624784,4.462917183977631,10.73690031564448,1.2376111068568467,3.000000000000017,-0.1994321614988253,180.0,-14.268155205557534,2.176779680342539e-12
 0.4255938046098885,2.1148062828196004,4.465922819674647,10.550604309198642,1.2767814138296656,2.9999999999999916,-0.1902759840117718,180.00000000000003,-14.035867594093189,-2.2143205542282e-12
 0.4384292133659213,2.131169671646806,4.468917340204948,10.370448211382902,1.3152876400977638,2.999999999999987,-0.18171565059424954,180.0,-13.801627860108196,0.0
 0.45106046771129304,2.1477565772018705,4.471900634881501,10.196116339501705,1.353181403133879,2.9999999999999867,-0.17370336864982766,180.0,-13.567008060516027,0.0
 0.4635026058246739,2.1645645308425707,4.474872593017268,10.027313751427416,1.3905078174740215,3.0000000000000044,-0.16619587984184325,180.0,-13.333273413918022,0.0
 0.475768848900037,2.1815910639266836,4.477833103925213,9.86376457874202,1.427306546700111,3.0000000000000044,-0.15915396766881937,180.0,-13.101439158864043,-2.3485068198483016e-12
 0.4878708829202064,2.1988337078119855,4.480782056918303,9.705210516328268,1.4636126487606191,3.0,-0.15254202523090085,179.99999999999997,-12.87231616220154,2.3787431560695074e-12
 0.49981908731456665,2.216289993856253,4.483719341309499,9.551409451793457,1.4994572619436997,2.9999999999999862,-0.1463276743124377,180.0,-12.64654772811698,2.407877720991808e-12
 0.5116227221846534,2.233957453417262,4.486644846411767,9.402134220043639,1.5348681665539599,2.999999999999986,-0.14048143009606945,180.00000000000003,-12.424639483056904,0.0
 0.5232900828678821,2.2518336178527902,4.489558461538072,9.257171469835729,1.569870248603646,3.0,-0.1349764044539447,180.00000000000003,-12.206983730793754,-4.926393729393e-12
 0.5348286285025227,2.2699160185206138,4.492460076001376,9.11632063099665,1.6044858855075674,2.9999999999999902,-0.12978804366708024,179.99999999999997,-11.993879404003922,2.4895375990651075e-12
 0.5462450897124587,2.2882021867785083,4.495349579114646,8.979392972024192,1.6387352691373755,3.0000000000000098,-0.1248938957632168,180.0,-11.785548467541561,0.0
 0.5575455593840107,2.306689653984251,4.498226860190844,8.84621073900413,1.6726366781520317,2.9999999999999902,-0.12027340411586654,180.0,-11.582149432615966,0.0
 0.5687355696467168,2.325375951495619,4.5010918085429354,8.716606367988962,1.70620670894015,3.00000000000002,-0.11590772361103568,180.0,-11.383788553482688,0.0
