# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.8598514420824888,4.854036053681173,-0.009090850461914395,0,3.0,-0.02586470945099681,0.0,0.0,0.0
 0.08972237163285908,2.871926597887632,4.854034137773272,-0.009090850461914395,0.26916711489857725,3.0,-0.02586470945099681,0.0,-0.47942655933779044,0.0
 0.12727822444154005,2.88415106018898,4.85402835662201,-0.027096123756976804,0.3818346733246202,3.0000000000000004,-0.025272887981239445,0.0,-0.6123914083032999,0.0
 0.15635831616655094,2.8965233213154105,4.854018660086044,-0.04490452208204536,0.46907494849965287,3.000000000000001,-0.024716980212966713,0.0,-0.7126423725761964,0.0
 0.18109011437597772,2.909041873595798,4.854004998024035,-0.06252944943608699,0.5432703431279332,3.0,-0.0241944837360552,0.0,-0.7942336117603975,0.0
 0.20306615078036028,2.9217052093590206,4.853987320294641,-0.07998355620171772,0.6091984523410808,2.9999999999999973,-0.02370311382377611,0.0,-0.8633004632938895,0.0
 0.22310001109000469,2.934511820933955,4.853965576756522,-0.09727879708859881,0.6693000332700141,3.0000000000000013,-0.0232407828415274,0.0,-0.923254644162642,0.0
 0.24167309595168296,2.947460200649477,4.853939717268336,-0.11442648394357013,0.7250192878550489,2.9999999999999987,-0.022805578509459128,0.0,-0.9762491732672671,0.0
 0.2590977969607392,2.960548840834464,4.853909691688744,-0.13143733389809062,0.7772933908822177,3.000000000000006,-0.02239574957577605,0.0,-1.023754795019858,0.0
 0.27559020288474834,2.973776233817793,4.853875449876403,-0.14832151354420886,0.8267706086542451,3.0,-0.022009687219093525,0.0,-1.0668324192773062,0.0
 0.29130697837765474,2.9871408719283403,4.853836941689975,-0.1650886791665445,0.8739209351329643,3.0,-0.021645915032946647,0.0,-1.1062783416050852,0.0
 0.3063658781763216,3.000641247494982,4.853794116988116,-0.18174801386221082,0.9190976345289649,2.9999999999999964,-0.021303074010884823,0.0,-1.142708554518533,0.0
 0.3208579789518321,3.014275852846596,4.853746925629486,-0.19830826139133131,0.9625739368554963,2.999999999999996,-0.020979911252135018,0.0,-1.1766110112320989,0.0
 0.33485537990778863,3.0280431803120584,4.853695317472745,-0.21477775748474048,1.0045661397233658,2.999999999999996,-0.020675274083437657,0.0,-1.2083796816313992,0.0
 0.3484162675190708,3.0419417222202454,4.853639242376554,-0.2311644585391008,1.0452488025572122,2.999999999999992,-0.020388097081513335,0.0,-1.238337694603418,0.0
 0.3615883688624153,3.055969970900034,4.853578650199568,-0.24747596814970063,1.0847651065872457,2.999999999999996,-0.020117396744082645,0.0,-1.266753581171777,0.0
 0.37441137846173156,3.0701264186803017,4.853513490800448,-0.2637195614810346,1.1232341353851942,2.9999999999999827,-0.019862263124465783,0.0,-1.2938530274111093,0.0
 0.38691870819732477,3.084409557889924,4.853443714037853,-0.27990220792426085,1.1607561245919737,2.999999999999991,-0.019621854242470024,0.0,-1.3198275548996703,0.0
 0.3991387773810229,3.0988178808577778,4.853369269770442,-0.29603059195568593,1.1974163321430682,3.000000000000009,-0.01939539018072013,0.0,-1.3448410837804219,0.0
 0.4110959823701491,3.1133498799127413,4.853290107856877,-0.3121111324722471,1.2332879471104468,2.9999999999999907,-0.019182148302748444,0.0,-1.36903498237299,0.0
 0.4228114377971375,3.1280040473836888,4.853206178155813,-0.3281500007862257,1.268434313391412,3.0000000000000093,-0.018981456968452208,0.0,-1.3925319944939298,0.0
 0.43430355179354374,3.142778875599499,4.853117430525911,-0.34415313721059293,1.3029106553806307,2.9999999999999902,-0.01879269401273694,0.0,-1.415439365753161,0.0
 0.4455884784168736,3.157672856889047,4.85302381482583,-0.3601262665928899,1.3367654352506204,3.0000000000000147,-0.01861528016305676,0.0,-1.437851332686699,0.0
 0.4566804778076091,3.172684483581211,4.85292528091423,-0.376074912699019,1.370041433422827,3.000000000000005,-0.018448677788872204,0.0,-1.459851144747834,0.0
 0.4675922060300971,3.1878122480048665,4.852821778649768,-0.3920044116357953,1.402776618090291,3.0,-0.018292385587025013,0.0,-1.481512714806563,0.0
 0.4783349506395762,3.2030546424888904,4.852713257891105,-0.4079199243666583,1.4350048519187282,2.99999999999999,-0.018145937935838047,0.0,-1.502901979828547,0.0
 0.4889188238689476,3.2184101593621603,4.8525996684969,-0.4238264483973349,1.4667564716068424,3.0000000000000107,-0.01800890088860941,0.0,-1.5240780313395568,0.0
 0.49935292237018253,3.2338772909535516,4.852480960325812,-0.43972882869990004,1.4980587671105472,2.9999999999999947,-0.017880869911733634,0.0,-1.545094061114462,0.0
 0.5096454603040299,3.2494545295919424,4.852357083236499,-0.455631767935283,1.5289363809120893,2.9999999999999947,-0.017761468181827115,0.0,-1.5659981574459576,0.0
 0.519803881001086,3.2651403676062083,4.852227987087622,-0.47153983602943367,1.5594116430032576,3.000000000000011,-0.017650344584176615,0.0,-1.5868339815897414,0.0
 0.5298349512510139,3.280933297325226,4.852093621737839,-0.4874574791737331,1.5895048537530412,2.999999999999989,-0.017547171047585783,0.0,-1.6076413374414913,0.0
 0.5397448414006641,3.296831811077873,4.85195393704581,-0.5033890282278152,1.6192345242019919,2.999999999999989,-0.017451641441398713,0.0,-1.628456671892704,0.0
 0.5495391937769166,3.312834401193025,4.851808882870192,-0.5193387067017917,1.6486175813307493,3.0,-0.01736347072767006,0.0,-1.6493134883864307,0.0
